repository_file,field_category,matched_text,context,line_estimate,source_status,canonical_field,authority,track_name,meeting_date,notes
src\edgeiq-os\race\services\trackFeed.ts,TRACK_CONDITION,track_rating,e TrackOfficialRecord = {   meeting_key?: string;   meeting?: string;   meeting_date?: string;   source_name?: string;   fetched_at_utc?: string;   track_type?: string;   official_track_rating?: string;   penetrometer?: string | number | null;   weather_forecast?: string;   official_rail?: string;   irrigation?: string | null;   rainfall_report?: string;   rainfall_24h_mm?: string | number | null;   rainfall_7day_mm?: string | number | null;   comment?: string;   additional_information?:,74,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\trackFeed.ts,RAIL_CURRENT,Current Rail,".comment),     ].filter(Boolean),     context: [       value(""Current Official Track Rating"", official?.official_track_rating ?? raceSource?.track_condition, source),       value(""Current Rail Position"", official?.official_rail ?? raceSource?.rail_position, source),       value(""EDGEiQ True Track"", trueTrack?.edgeiq_condition, ""edgeiq_current_true_track_feed_v1.csv""),       value(""Track Profile Confidence"", profile?.track_profile_confidence ?? profileV2?.profile_confidence, ""track profil",515,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\trackFeed.ts,IRRIGATION_24H,IRRIGATION 24,"e(""MOISTURE"", null, source),     value(""RAIN 24H"", official?.rainfall_24h_mm ?? raceSource?.rainfall, source),     value(""RAIN 7D"", official?.rainfall_7day_mm, source),     value(""IRRIGATION 24H"", official?.irrigation, source),     value(""IRRIGATION 7D"", null, source),     value(""TRACK MANAGER"", null, source),   ];   const details = [     value(""TRACK TYPE"", official?.track_type, source),     value(""SURFACE"", official?.track_type, source),     value(""CIRCUMFERENCE"", null, ""curated track d",472,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\trackFeed.ts,IRRIGATION_7D,IRRIGATION 7D,"?.rainfall_24h_mm ?? raceSource?.rainfall, source),     value(""RAIN 7D"", official?.rainfall_7day_mm, source),     value(""IRRIGATION 24H"", official?.irrigation, source),     value(""IRRIGATION 7D"", null, source),     value(""TRACK MANAGER"", null, source),   ];   const details = [     value(""TRACK TYPE"", official?.track_type, source),     value(""SURFACE"", official?.track_type, source),     value(""CIRCUMFERENCE"", null, ""curated track dictionary""),     value(""STRAIGHT"", null, ""curated track dic",473,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\trackFeed.ts,IRRIGATION_GENERAL,irrigation,fetched_at_utc?: string;   track_type?: string;   official_track_rating?: string;   penetrometer?: string | number | null;   weather_forecast?: string;   official_rail?: string;   irrigation?: string | null;   rainfall_report?: string;   rainfall_24h_mm?: string | number | null;   rainfall_7day_mm?: string | number | null;   comment?: string;   additional_information?: string;   source_status?: string; };  type TrackMapManifestRow = {   track?: string;   map_file?: string;   course_typ,78,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\trackFeed.ts,RAINFALL_24H,rainfall_24,_track_rating?: string;   penetrometer?: string | number | null;   weather_forecast?: string;   official_rail?: string;   irrigation?: string | null;   rainfall_report?: string;   rainfall_24h_mm?: string | number | null;   rainfall_7day_mm?: string | number | null;   comment?: string;   additional_information?: string;   source_status?: string; };  type TrackMapManifestRow = {   track?: string;   map_file?: string;   course_type?: string;   direction?: string;   distances?: string;   h,80,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\trackFeed.ts,RAINFALL_7D,rainfall_7d,ing | number | null;   weather_forecast?: string;   official_rail?: string;   irrigation?: string | null;   rainfall_report?: string;   rainfall_24h_mm?: string | number | null;   rainfall_7day_mm?: string | number | null;   comment?: string;   additional_information?: string;   source_status?: string; };  type TrackMapManifestRow = {   track?: string;   map_file?: string;   course_type?: string;   direction?: string;   distances?: string;   has_inner_track?: string;   notes?: string; },81,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\trackFeed.ts,PENETROMETER,penetrometer,meeting_key?: string;   meeting?: string;   meeting_date?: string;   source_name?: string;   fetched_at_utc?: string;   track_type?: string;   official_track_rating?: string;   penetrometer?: string | number | null;   weather_forecast?: string;   official_rail?: string;   irrigation?: string | null;   rainfall_report?: string;   rainfall_24h_mm?: string | number | null;   rainfall_7day_mm?: string | number | null;   comment?: string;   additional_information?: string;   source_status?,75,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\trackFeed.ts,GOING_STICK,GOING STICK,"ICIAL RATING"", official?.official_track_rating ?? race?.trackCondition ?? raceSource?.track_condition, source),     value(""INSPECTION TIME"", official?.comment, source),     value(""GOING STICK"", official?.additional_information?.match(/STICK\s+([\d.]+)/i)?.[1], source),     value(""PENETROMETER AVERAGE"", official?.penetrometer ?? official?.additional_information?.match(/PENETRATION\s+([\d.]+)/i)?.[1], source),     value(""MOISTURE"", null, source),     value(""RAIN 24H"", official?.rainfall_2",467,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\trackFeed.ts,TRACK_MANAGER_COMMENT,TRACK MANAGER,"source),     value(""RAIN 7D"", official?.rainfall_7day_mm, source),     value(""IRRIGATION 24H"", official?.irrigation, source),     value(""IRRIGATION 7D"", null, source),     value(""TRACK MANAGER"", null, source),   ];   const details = [     value(""TRACK TYPE"", official?.track_type, source),     value(""SURFACE"", official?.track_type, source),     value(""CIRCUMFERENCE"", null, ""curated track dictionary""),     value(""STRAIGHT"", null, ""curated track dictionary""),   ];   const pattern = patternR",474,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\trackFeed.ts,UPDATED_TIME,INSPECTION TIME,"ap?.map_file);    const officialFields = [     value(""OFFICIAL RATING"", official?.official_track_rating ?? race?.trackCondition ?? raceSource?.track_condition, source),     value(""INSPECTION TIME"", official?.comment, source),     value(""GOING STICK"", official?.additional_information?.match(/STICK\s+([\d.]+)/i)?.[1], source),     value(""PENETROMETER AVERAGE"", official?.penetrometer ?? official?.additional_information?.match(/PENETRATION\s+([\d.]+)/i)?.[1], source),     value(""MOISTURE"", null",466,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\services\adapters\TrackAdapter.ts,TRACK_CONDITION,track_condition,""");     const barrierAlign = pick(row, [""barrier_alignment""], ""UNKNOWN"");     const movementAlign = pick(row, [""movement_alignment""], ""UNKNOWN"");     const condition = pick(row, [""track_condition""], ""UNKNOWN"");     const rail = pick(row, [""rail_position""], ""UNKNOWN"");      return {       key: ""track"",       label: ""Track Intelligence"",       category: ""TRACK"",       status: ""READY"",       confidence: 78,       importance: 88,       evidence: [         { id: ""track-read"", category: ""TRACK"",",46,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\services\adapters\TrackAdapter.ts,RAIL_CURRENT,rail_position,", ""UNKNOWN"");     const movementAlign = pick(row, [""movement_alignment""], ""UNKNOWN"");     const condition = pick(row, [""track_condition""], ""UNKNOWN"");     const rail = pick(row, [""rail_position""], ""UNKNOWN"");      return {       key: ""track"",       label: ""Track Intelligence"",       category: ""TRACK"",       status: ""READY"",       confidence: 78,       importance: 88,       evidence: [         { id: ""track-read"", category: ""TRACK"", title: `${horse} - ${label}`, summary: comment, confidence",47,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\services\adapters\TrackAdapter.ts,TRACK_MANAGER_COMMENT,Track comment,"row, [""horse""], ""Reference runner"");     const label = pick(row, [""track_intelligence_label_v2_1""], ""UNKNOWN"");     const comment = pick(row, [""track_intelligence_comment_v2_1""], ""Track comment unavailable."");     const fit = pick(row, [""track_fit_band""], ""UNKNOWN"");     const score = pick(row, [""track_fit_score""], ""UNKNOWN"");     const styleAlign = pick(row, [""run_style_alignment""], ""UNKNOWN"");     const barrierAlign = pick(row, [""barrier_alignment""], ""UNKNOWN"");     const movementAlign",40,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\services\track-signature.ts,TRACK_CONDITION,trackCondition,"ns how today's surface and rail setup may influence tactical advantage without exposing internal bias modelling."",     rail: raceState.rail || ""Monitoring"",     surface: raceState.trackCondition || ""Monitoring"",     wind: ""Monitoring"",     moisture: raceState.trackCondition?.toLowerCase().includes(""soft"") || raceState.trackCondition?.toLowerCase().includes(""heavy"")       ? ""Influential""       : ""Controlled"",     historicalPattern: ""Reserved"",     todayPattern: trackEvidence ? ""Active"" : ""B",34,DISCOVERED_UNVERIFIED,,,,,
src\screens\MeetingsScreen.tsx,TRACK_CONDITION,trackCondition,",   [""First Race"", firstRaceOfDay],   [""Last Race"", lastRaceOfDay],  ];  if (selectedShellMeeting) {   const meetingFacts = [    [""Track"", displayMeetingValue(selectedShellMeeting.trackConditionLatest)],    [""Rail"", displayMeetingValue(selectedShellMeeting.railPositionLatest)],    [""Weather"", displayMeetingValue(selectedShellMeeting.weather)],    [""Wind"", [displayMeetingValue(selectedShellMeeting.windDirection), displayMeetingValue(selectedShellMeeting.windSpeed)].filter((v) => v !== ""â€”""",106,DISCOVERED_UNVERIFIED,,,,,
src\screens\MeetingsScreen.tsx,RAIL_CURRENT,railPosition,"selectedShellMeeting) {   const meetingFacts = [    [""Track"", displayMeetingValue(selectedShellMeeting.trackConditionLatest)],    [""Rail"", displayMeetingValue(selectedShellMeeting.railPositionLatest)],    [""Weather"", displayMeetingValue(selectedShellMeeting.weather)],    [""Wind"", [displayMeetingValue(selectedShellMeeting.windDirection), displayMeetingValue(selectedShellMeeting.windSpeed)].filter((v) => v !== ""â€”"").join("" "") || ""â€”""],    [""Rainfall"", `24h ${displayMeetingValue(selectedS",107,DISCOVERED_UNVERIFIED,,,,,
src\screens\MeetingsScreen.tsx,IRRIGATION_24H,irrigation24,"ayMeetingValue(selectedShellMeeting.rainfall24h)} / 7d ${displayMeetingValue(selectedShellMeeting.rainfall7d)}`],    [""Irrigation"", `24h ${displayMeetingValue(selectedShellMeeting.irrigation24h)} / 7d ${displayMeetingValue(selectedShellMeeting.irrigation7d)}`],   ];   const selectedRows = selectedShellMeetingRaces;   return (    <div className=""edgeiq-meetings-pro edgeiq-product-surface"" style={pageStyle}>     {meetingsTopbar}     <div className=""edgeiq-meetings-pro-shell"">      <aside c",111,DISCOVERED_UNVERIFIED,,,,,
src\screens\MeetingsScreen.tsx,IRRIGATION_7D,irrigation7d,"MeetingValue(selectedShellMeeting.rainfall7d)}`],    [""Irrigation"", `24h ${displayMeetingValue(selectedShellMeeting.irrigation24h)} / 7d ${displayMeetingValue(selectedShellMeeting.irrigation7d)}`],   ];   const selectedRows = selectedShellMeetingRaces;   return (    <div className=""edgeiq-meetings-pro edgeiq-product-surface"" style={pageStyle}>     {meetingsTopbar}     <div className=""edgeiq-meetings-pro-shell"">      <aside className=""edgeiq-meetings-pro-sidebar"">       <strong>{selectedM",111,DISCOVERED_UNVERIFIED,,,,,
src\screens\MeetingsScreen.tsx,IRRIGATION_GENERAL,Irrigation,"!== ""â€”"").join("" "") || ""â€”""],    [""Rainfall"", `24h ${displayMeetingValue(selectedShellMeeting.rainfall24h)} / 7d ${displayMeetingValue(selectedShellMeeting.rainfall7d)}`],    [""Irrigation"", `24h ${displayMeetingValue(selectedShellMeeting.irrigation24h)} / 7d ${displayMeetingValue(selectedShellMeeting.irrigation7d)}`],   ];   const selectedRows = selectedShellMeetingRaces;   return (    <div className=""edgeiq-meetings-pro edgeiq-product-surface"" style={pageStyle}>     {meetingsTopbar",111,DISCOVERED_UNVERIFIED,,,,,
src\screens\MeetingsScreen.tsx,RAINFALL_24H,rainfall24,"indDirection), displayMeetingValue(selectedShellMeeting.windSpeed)].filter((v) => v !== ""â€”"").join("" "") || ""â€”""],    [""Rainfall"", `24h ${displayMeetingValue(selectedShellMeeting.rainfall24h)} / 7d ${displayMeetingValue(selectedShellMeeting.rainfall7d)}`],    [""Irrigation"", `24h ${displayMeetingValue(selectedShellMeeting.irrigation24h)} / 7d ${displayMeetingValue(selectedShellMeeting.irrigation7d)}`],   ];   const selectedRows = selectedShellMeetingRaces;   return (    <div className=",110,DISCOVERED_UNVERIFIED,,,,,
src\screens\MeetingsScreen.tsx,RAINFALL_7D,rainfall7d,"eed)].filter((v) => v !== ""â€”"").join("" "") || ""â€”""],    [""Rainfall"", `24h ${displayMeetingValue(selectedShellMeeting.rainfall24h)} / 7d ${displayMeetingValue(selectedShellMeeting.rainfall7d)}`],    [""Irrigation"", `24h ${displayMeetingValue(selectedShellMeeting.irrigation24h)} / 7d ${displayMeetingValue(selectedShellMeeting.irrigation7d)}`],   ];   const selectedRows = selectedShellMeetingRaces;   return (    <div className=""edgeiq-meetings-pro edgeiq-product-surface"" style={pageStyle}",110,DISCOVERED_UNVERIFIED,,,,,
src\services\productShellMeetingService.ts,TRACK_CONDITION,trackCondition,eetingDate: string;   dayLabel: string;   trackName: string;   meetingKey: string;   meetingStatus: string;   raceCount: number;   firstRaceTime: string;   lastRaceTime: string;   trackConditionLatest: string;   railPositionLatest: string;   weather: string;   temperature: string;   windDirection: string;   windSpeed: string;   rainfall24h: string;   rainfall7d: string;   irrigation24h: string;   irrigation7d: string;   updated: string;   marketStatusSummary: string;   stateRegion: string;,15,DISCOVERED_UNVERIFIED,,,,,
src\services\productShellMeetingService.ts,RAIL_CURRENT,railPosition,string;   trackName: string;   meetingKey: string;   meetingStatus: string;   raceCount: number;   firstRaceTime: string;   lastRaceTime: string;   trackConditionLatest: string;   railPositionLatest: string;   weather: string;   temperature: string;   windDirection: string;   windSpeed: string;   rainfall24h: string;   rainfall7d: string;   irrigation24h: string;   irrigation7d: string;   updated: string;   marketStatusSummary: string;   stateRegion: string;   dataQualityStatus: string;,16,DISCOVERED_UNVERIFIED,,,,,
